ID,Title,Description,Link,Summarize,Summarized Caption,Group/Channel,Mode,Date,Hour (24),Minute (60),Execute,Status,Scheduled At,Sent At,Category,Relevancy,,
867,AI-powered finger counting using Raspberry Pi,"Create an AI-powered finger counting system with Raspberry Pi, OpenCV, and MediaPipe. Detect hands, track fingers in real time, and count raised fingers for gesture control and AI-driven applications...",https://my.cytron.io/tutorial/ai-powered-finger-counting-using-raspberry-pi.,,,,,,,,,,,,,,,
868,1KG Autonomous Sumo Robot using URC10,"This is a tutorial for the 1KG Sumo Robot Starter Kit using the URC10 . Many roboteers are eager to join 1KG Sumo Robot Competitions, and this kit is perfect for beginners..",https://my.cytron.io/tutorial/1-kg-autonomous-sumo-robot-starter-kit-user-guide-using-urc10,On,"Tutorial | 1KG Autonomous Sumo Robot using URC10
Ready to unleash your inner roboteer? 🤖⚔️ Dive into our brand-new tutorial for the 1KG Autonomous Sumo Robot Starter Kit using the URC10! 🚀 Perfect for beginners eager to join the thrilling 1KG Sumo Robot Competitions. Learn to build your champion bot step-by-step! 🛠️

🔗 Tutorial: https://my.cytron.io/tutorial/1-kg-autonomous-sumo-robot-starter-kit-user-guide-using-urc10&tracking=content&utm_campaign=telegram-posts
#SumoRobot #RoboticsTutorial #DIYRobotics #URC10 #RobotBuilding",STEM - General,,,,,,,,,,,,
869,Raspberry Pi vs. Thin Client: Key Reasons and Benefits,"Discover the benefits of using Raspberry Pi as a Thin Client. Learn how it compares to traditional Thin Clients in cost, flexibility, energy efficiency, and performance for modern organizations...",https://my.cytron.io/tutorial/raspberry-pi-thin-client-key-reasons-and-benefits,,,,,,,,,,,,,,,
870,AI-powered finger counting using Raspberry Pi,"Create an AI-powered finger counting system with Raspberry Pi, OpenCV, and MediaPipe. Detect hands, track fingers in real time, and count raised fingers for gesture control and AI-driven applications...",https://my.cytron.io/tutorial/ai-power-finger-counting-with-rpi5,On,"Tutorial | AI-powered finger counting using Raspberry Pi 🖐️🤖

Unleash the power of AI and Raspberry Pi to create a real-time finger counting system! This project uses OpenCV and MediaPipe to detect hands, track fingers, and accurately count raised fingers. Perfect for gesture control, AI-driven applications, and making your projects a little more...handy 😉

Ready to dive in and build your own AI-powered finger counter? Follow our step-by-step guide!

🔗 Tutorial: https://my.cytron.io/tutorial/ai-power-finger-counting-with-rpi5&tracking=content&utm_campaign=telegram-posts

#RaspberryPi #AI #OpenCV #MediaPipe #GestureControl
",Raspberry Pi Education Malaysia,Scheduled,04/04/2026,13,00,On,,2025-12-24 15:18:13,,Raspberry Pi,Relevant,,
871,Robo Soccer with Motion 2350 Pro,Step-by-step tutorial on setting up and optimizing the Motion 2350 Pro Soccer Robot for competitive play...,https://my.cytron.io/tutorial/robo-soccer-with-motion-2350-pro,,,,,,,,,,,,,,,
872,Animal Recognition using OpenCV on Raspberry Pi 5,"Animal Recognition using OpenCV on Raspberry Pi 5 is a smart, real-time animal monitoring system that uses AI and computer vision to detect and identify animals..",https://my.cytron.io/tutorial/animal-recognition-using-opencv-on-raspberry-pi-5,On,"Tutorial | Animal Recognition using OpenCV on Raspberry Pi 5

Ever wanted to build your own wildlife monitoring system? 🌳 Now you can with our latest tutorial! Learn how to create a smart, real-time animal detection system using the powerful Raspberry Pi 5 and OpenCV. 🐾 Identify different species and monitor animal activity with ease! 🦌🦊🦉 Get ready to unleash your inner techie and build something amazing.

🔗 Tutorial: https://my.cytron.io/tutorial/animal-recognition-using-opencv-on-raspberry-pi-5&tracking=content&utm_campaign=telegram-posts

#RaspberryPi #OpenCV #AnimalRecognition #ComputerVision #AI
",Raspberry Pi Education Malaysia,Scheduled,04/11/2026,13,00,On,,2025-12-24 15:18:19,,Raspberry Pi,Relevant,,
873,Ai-Gestured Controlled with IRIV PiControl,Develop an AI-powered gesture-controlled conveyor system for cleanroom environments where physical contact is restricted...,https://my.cytron.io/tutorial/gesture-controlled-with-iriv-picontrol,,,Raspberry Pi Pro - General,,,,,,,,,,,,
874,Exploring Lightweight AI Models for Raspberry Pi Applications,"Exploring efficient, lightweight AI models optimized for Raspberry Pi to enable smart, low-power applications in edge computing environments...",https://my.cytron.io/tutorial/Exploring-lightweight-aimodels-for-raspberry-pi-applications,On,"Tutorial | Exploring Lightweight AI Models for Raspberry Pi Applications 🚀

Ever dreamed of building smart, low-power AI projects right on your Raspberry Pi? 🤖💡 This tutorial dives deep into the world of efficient, lightweight AI models specifically optimized for the Raspberry Pi. Learn how to bring the power of edge computing to life and create amazing applications! 🤩 Get ready to unlock a world of possibilities!

🔗 Tutorial: https://my.cytron.io/tutorial/Exploring-lightweight-aimodels-for-raspberry-pi-applications&tracking=content&utm_campaign=telegram-posts

#RaspberryPi #AI #EdgeComputing #MachineLearning #IoT
",Raspberry Pi Education Malaysia,Scheduled,04/18/2026,13,00,On,,2025-12-24 15:18:23,,Raspberry Pi,Relevant,,
875,Robot Battle (500g)  - Motion 2350 Pro Assembly,Learn how to set up the Motion 2350 Pro for 500g Robot Battle with this step-by-step..,https://my.cytron.io/tutorial/robot-battle-500g-motion-2350-pro-assembly,,,,,,,,,,,,,,,
876,How to Create your own Customizable Cloud Storage with RPI5,Create your own Customizable Cloud Storage using SSD and Raspberry Pi 5!..,https://my.cytron.io/tutorial/how-to-create-your-own-customizable-cloud-storage,On,"Tutorial | How to Create your own Customizable Cloud Storage with RPI5

Tired of expensive cloud storage subscriptions? ☁️ Level up your data game and build your own customizable cloud solution using a Raspberry Pi 5 and an SSD! 🚀 Imagine the possibilities: total control, enhanced privacy, and potentially lower costs! 💰

Our latest tutorial walks you through every step of the process. Get ready to transform your Raspberry Pi 5 into a powerful personal cloud server! 🤓

🔗 Tutorial: https://my.cytron.io/tutorial/how-to-create-your-own-customizable-cloud-storage&tracking=content&utm_campaign=telegram-posts

#RaspberryPi #CloudStorage #DIY #RPi5 #TechTutorial
",Raspberry Pi Education Malaysia,Scheduled,04/25/2026,13,00,On,,2025-12-24 15:18:27,,Raspberry Pi,Relevant,,
877,Getting Started with ESP32,"Learn how to get started with the ESP32 microcontroller. This beginner-friendly guide covers setup, required tools, and step-by-step instructions for your first project...",https://my.cytron.io/tutorial/getting-started-with-esp32,On,"Tutorial | Getting Started with ESP32

Ready to dive into the exciting world of microcontrollers? 🚀 This beginner-friendly guide will walk you through everything you need to know to get started with the ESP32! From setting up your environment to building your first project, we've got you covered. 🛠️

Learn about:
*   Essential tools and software
*   Step-by-step setup process
*   Your first ESP32 project!

🔗 Tutorial: https://my.cytron.io/tutorial/getting-started-with-esp32&tracking=content&utm_campaign=telegram-posts

#ESP32 #Microcontroller #IoT #Electronics #Beginner
",ESP - Tips & Resources,Scheduled,07/08/2025,12,00,Off,Sent,2025-06-18 16:17:19,2025-07-08 12:01:14,"Arduino, IoT/ESP",Relevant,,
878,How to access Milesight UG65 Web UI,How to Access Milesight UG65 Web UI with a simple step..,https://my.cytron.io/tutorial/connect-milesight-gateway--sensor-to-milesight-iot,,,,,,,,,,,,,,,
879,How to connect Milesight Sensor and Gateway to Milesight cloud,How to connect Milesight EM320 Sensor as Milesight UG65 LoraWAN Gateway to Milesight cloud..,https://my.cytron.io/tutorial/how-to-connect-milesight-sensor-and-gateway-to-mil,,,,,,,,,,,,,,,
880,Robotic Starter Pack: Sumo Robot for Beginners,Are you new to sumo robots? This beginner-friendly guide helps you understand every essential part and how to choose the right components for your first robot build — stress-free!..,https://my.cytron.io/tutorial/robotic-starter-pack-sumo-robot-for-beginners,On,"Tutorial | Robotic Starter Pack: Sumo Robot for Beginners

New to the exciting world of Sumo Robots? 🤖 No sweat! This beginner-friendly guide breaks down everything you need to know to build your first sumo battling bot from scratch! 🥇 We'll cover all the essential components, from chassis to sensors, and help you choose the perfect parts for a stress-free build. Get ready to rumble! 🤼

🔗 Tutorial: https://my.cytron.io/tutorial/robotic-starter-pack-sumo-robot-for-beginners&tracking=content&utm_campaign=telegram-posts

#SumoRobot #Robotics #DIYRobotics #BeginnerRobotics #RobotBuilding
",STEM - General,,,,,,,,,,,,
881,AI Plant Disease Detection with IRIV PiControl,Monitor your plan health with Ai Plant Disease Detection using Yolov5 with IRIV PiControl..,https://my.cytron.io/tutorial/ai-plant-disease-detection-with-iriv-picontrol,,,Raspberry Pi Pro - General,,,,,,,,,,,,
882,4 Wheel Robot Battle with SUMO:BIT,Experience the thrill of the 4 Wheel Robot Battle with SUMO:BIT designed by Encik Muhammad Shukri from UTHM for the Karnival STEM 2025 Robot Battle Challenge!..,https://my.cytron.io/tutorial/4-wheel-robot-battle-with-sumobit,On,"Tutorial | 4 Wheel Robot Battle with SUMO:BIT 🤖💥

Get ready to rumble! 📢 Experience the adrenaline-pumping action of 4 Wheel Robot Battles using the SUMO:BIT, masterfully designed by Encik Muhammad Shukri from UTHM for the Karnival STEM 2025 Robot Battle Challenge! 🏆 Build your own battling bot and dominate the arena! 🤼

Learn how to build and program your winning robot with this comprehensive tutorial!

🔗 Tutorial: https://my.cytron.io/tutorial/4-wheel-robot-battle-with-sumobit&tracking=content&utm_campaign=telegram-posts

#RobotBattle #SUMOBIT #STEMEducation #Robotics #DIYRobot
",microbit MY,Scheduled,12/02/2026,12,00,On,,2025-12-23 11:31:14,,"Robotics, microbit",,,
883,Smart Animal Detection with Alert System on Raspberry Pi 5,"Animal Detection using YOLOv5 on Raspberry Pi 5 is a smart, real-time system that uses AI to recognize animals and send alerts via Telegram instantly...",https://my.cytron.io/tutorial/smart-animal-detection-with-alert-system-on-raspberrypi5,On,"Tutorial | Smart Animal Detection with Alert System on Raspberry Pi 5 🐾 🏡 🚨

Imagine your Raspberry Pi 5 becoming a vigilant guardian of your home, garden, or even a wildlife sanctuary! 🌳 Using the power of YOLOv5, this smart system can instantly recognize animals and send you real-time alerts directly via Telegram! Never miss a visitor, furry or otherwise! 🐕🐈🦌 Keep your property safe and stay informed.

🔗 Tutorial: https://my.cytron.io/tutorial/smart-animal-detection-with-alert-system-on-raspberrypi5&tracking=content&utm_campaign=telegram-posts

#RaspberryPi #YOLOv5 #AnimalDetection #AI #TelegramBot
",Raspberry Pi Education Malaysia,Scheduled,05/02/2026,13,00,On,,2025-12-24 15:52:08,,Raspberry Pi,Relevant,,
884,2 Wheel Robot Battle with SUMO:BIT,"Experience the 2 Wheel Robot Battle with SUMO:BIT, built specially for the Battle Robot Challenge category in conjunction of Karnival STEM 2025!..",https://my.cytron.io/tutorial/2-wheel-robot-battle-with-sumobit,On,"Tutorial | 2 Wheel Robot Battle with SUMO:BIT 🤖⚔️

Get ready for an epic showdown! 🔥 Dive into the exciting world of robot battles with our brand new tutorial on building a 2 Wheel Robot with SUMO:BIT, specifically designed for the Battle Robot Challenge category at Karnival STEM 2025! 🏆 Learn how to construct, program, and strategize to dominate the arena! 🕹️

Build your ultimate fighting machine and prepare for victory! 🥇

🔗 Tutorial: https://my.cytron.io/tutorial/2-wheel-robot-battle-with-sumobit&tracking=content&utm_campaign=telegram-posts

#RobotBattle #SUMOBIT #STEMEducation #Robotics #KarnivalSTEM2025
",microbit MY,Scheduled,12/09/2026,12,00,On,,2025-12-23 11:31:19,,"microbit, Robotics",,,
885,How to Use a 4G Module with Raspberry Pi,One of the limitations of the Raspberry Pi is its lack of built-in 4G connectivity. This tutorial explains how to use a 4G module with a Raspberry Pi to enable internet connectivity via a 4G network...,https://my.cytron.io/tutorial/4g-module-with-raspberrypi,On,"Tutorial | How to Use a 4G Module with Raspberry Pi 🚀

Is your Raspberry Pi feeling a little...disconnected? 😔 One of its limitations is that it doesn't come with built-in 4G. No worries! This tutorial walks you through enabling internet connectivity on your Raspberry Pi using a 4G module! Connect to the world, anywhere, anytime! 🌍

🔗 Tutorial: https://my.cytron.io/tutorial/4g-module-with-raspberrypi&tracking=content&utm_campaign=telegram-posts

#RaspberryPi #4GModule #IoT #Connectivity #DIYElectronics
",Raspberry Pi Education Malaysia,Scheduled,05/09/2026,13,00,On,,2025-12-24 15:52:13,,Raspberry Pi,Relevant,,
886,Time-Controlled Relay Using GPS Module,Control a relay based on real-time GPS time using the GY-NEO6MV2 module—perfect for automation without Wi-Fi or internet access...,https://my.cytron.io/tutorial/time-controlled-relay-using-gps-module,,,,,,,,,,,,,,,
887,Getting Started with Robo ESP32,"Discover how to kickstart your Robo ESP32 projects with our guide, featuring setup and programming using Arduino IDE and MicroBlocks...",https://my.cytron.io/tutorial/getting-started-guide-with-robo-esp32,On,"Tutorial | Getting Started with Robo ESP32 🚀

Ready to dive into the exciting world of Robo ESP32? Our comprehensive guide will walk you through everything you need to know to kickstart your projects! Learn how to set up your board, master the Arduino IDE, and explore the visual programming wonders of MicroBlocks. 🤖 Let's build something amazing! ✨

🔗 Tutorial: https://my.cytron.io/tutorial/getting-started-guide-with-robo-esp32&tracking=content&utm_campaign=telegram-posts

#RoboESP32 #ArduinoIDE #MicroBlocks #DIYElectronics #Robotics
",ESP - Tips & Resources,Scheduled,10/20/2026,12,00,On,,2025-12-22 15:45:41,,"Arduino, IoT/ESP",Relevant,,
888,Getting Started with Motion 2350 Pro Robot Kit,"Build a 4-wheel Mecanum robot powered by the Cytron Motion 2350 Pro. Learn to assemble, control, and navigate with ease in this beginner-friendly guide...",https://my.cytron.io/tutorial/getting-started-with-motion-2350-pro-robot-kit,,,,,,,,,,,,,,,
889,Control ESP32 Outputs with Telegram,"Learn how to control ESP32 or ESP8266 NodeMCU outputs using Telegram. This step-by-step tutorial shows you how to build a secure, Wi-Fi-connected IoT project using Arduino IDE and Telegram Bot...",https://my.cytron.io/tutorial/control-esp32-outputs-with-telegram,On,"Tutorial | Control ESP32 Outputs with Telegram 🤖📲

Want to remotely control your devices with a simple Telegram message? 🤯 Learn how to build your own Wi-Fi-connected IoT project using an ESP32 or ESP8266 NodeMCU and the Arduino IDE! This step-by-step tutorial will guide you through setting up a secure Telegram Bot to control your outputs from anywhere in the world. Unleash the power of IoT! ⚡

🔗 Tutorial: https://my.cytron.io/tutorial/control-esp32-outputs-with-telegram&tracking=content&utm_campaign=telegram-posts

#ESP32 #IoT #TelegramBot #Arduino #RemoteControl
","Arduino MY, ESP - Tips & Resources",Scheduled,10/27/2026,12,00,On,,2025-12-22 15:47:04,,"Arduino, IoT/ESP",Relevant,,
